Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Tajikistan,TJK,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,99.18652344,99.24215698,99.29728699,99.35123444,99.4030838,99.451828,99.4964447,99.53591919,99.56934357,99.59618378,99.69512195,99.63258362,99.64588165,99.9,99.67593384,99.7,99.72915649,99.77073669,99.82350922,99.88308716,99.93815613,99.97625732,99.8,99.9993515,100,100,100
Tanzania,TZA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,1.3,,0.323986551,0.800660977,1.8,1.680916807,2.076798848,1.1,2.760947901,3.051876933,3.316216484,1.8,1.6,3.700265868,3.791856832,3.878201658,2.1,2,3.7,4.1,3.6,4.2,4.250377091,9,16.9
Tanzania,TZA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,2.483708858,3.234415293,6.8,4.731749058,5.47276783,6.204609871,9.4,7.62852478,8.314479828,8,9.620610237,10.24378967,10.85462189,11.1,11.4,12.67366886,13.2957449,13.93578815,11.5,11.2,14.8,14.2,15.3,16.4,18.91017914,18.5,32.8
Tanzania,TZA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,20.6004715,21.90381813,23.9,24.5091362,25.80921936,27.10621071,35.5,29.68679428,30.96832657,27.3,33.50935745,34.77064133,36.02931213,36.5,38.9,39.81780624,41.09418869,42.3820343,40.1,43.5,46.2,42.9,46.4,50.3,51.69156647,51.9,65.3
Thailand,THA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,65.99428516,67.56541779,69.14296432,70.72376793,72.30439497,73.88089921,75.44863994,77.00442608,78.54423625,80.06373883,87,82.73323797,83.99252723,85.2855942,86.62295896,88.01826136,98.92566343,91.03088977,92.67490428,98.92,97,97.98369351,98.84371778,99.99692231,100,99.5,100
Thailand,THA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,75.89871216,77.06542206,78.23162079,79.39476013,80.55178833,81.69963074,82.8352356,83.95555115,85.05751038,86.13805389,82.1,88.23482513,89.26166534,90.2822113,91.30254364,92.32872009,99.14620148,94.42284393,95.50141144,98.96,99.7,98.71641541,99.10862355,99.85569763,99.98166656,99.6,100
Thailand,THA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,99.65533447,99.6676178,99.67972565,99.69080353,99.69982147,99.70574951,99.70755005,99.70420074,99.694664,99.67791748,99.9,99.6237793,99.59138489,99.55919647,99.53002167,99.50669098,99.62600985,99.48878479,99.49908447,99.01,100,99.59783173,99.44981977,99.70235443,99.76085663,99.7,99.88174438
Timor-Leste,TLS,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,0.087292743,2.940878595,10.13812801,8.624706508,3.2,14.32511112,17.00898707,19.71737197,20.3,25.2559501,28.09421814,24,33.89900107,36.87091861,39.89170287,42.95785955,56.02560386,49.21537751
Timor-Leste,TLS,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.087450981,0.465930611,1.524141431,3.119892359,5.912778854,8.693428993,11.45878315,14.20578289,16.93136978,19.63400269,25.6,24.99010468,27.7,30.32106972,32.99228287,35.67540359,36.6,41.10010147,43.84473801,38,49.38507843,52.17477417,54.97348404,57.77819824,67.28153394,63.39413834
Timor-Leste,TLS,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,59.43360519,60.67686462,61.91995239,63.16201019,64.40200806,65.63890839,66.87169647,68.09931946,69.32077026,70.53499603,71.74162292,72.94281769,74.1414032,73.6,76.54199982,77.74964142,78.96593475,82.3,81.43497467,82.68875122,83.4,85.22666168,86.50722504,87.7931366,89.08262634,90.37389374,91.66546631
Togo,TGO,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,0.990614853,2.4,3.388960149,3.040173724,5.588148957,6.623436728,7.625007626,8.599734584,9.555313257,6.1,11.43539209,12.37162727,13.30789813,5.954557326,10.2,16.05482263,16.93424248,16.3,18.60855415,19.39405576
Togo,TGO,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.942452967,2.845301628,4.745091438,6.638762474,8.523256302,10.39551449,12.25247669,15.3,15.90827751,16.95623488,19.47834969,21.24183464,22.99903679,24.75601578,26.51883888,27.9,30.08626366,31.90147972,33.7377243,30.79174368,39.7,39.3425827,41.23289871,45.7,45.02854538,46.92837524
Togo,TGO,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,17.96252632,20.63839531,23.31409264,25.98875809,28.66136169,31.3308754,33.99626541,36.65650177,41.2,41.95739365,38.50896861,47.23043442,49.86162567,52.49302292,55.12743759,57.76768875,64.9,63.0769577,65.75084686,68.43723297,66.50394292,77.9,76.5535202,79.27204895,83.2,84.71802521,87.44219971
Tonga,TON,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,72.4422977,73.4383586,74.43431054,75.42756563,75.14252209,77.39049341,78.35264482,79.29808688,80.22256062,81.12175513,81.99409498,82.84475094,83.68081847,84.50917861,85.33678647,86.17104582,90.7,87.88501616,88.77617592,89.69223254,90.62960744,90.60237475,91.3,93.53616899,94.52482252,95.51814909,96.56
Tonga,TON,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,77.79976654,78.59857941,79.39687347,80.19211578,80,81.76117706,82.52888489,83.28129578,84.01535034,84.72799683,85.41768646,86.08896637,86.74790192,87.40055084,88.05297852,88.71125031,92.3,90.06957245,90.78023529,91.51193237,92.26165009,92.17545611,92.8,94.58890533,95.38067627,96.17545319,97.02
Tonga,TON,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,96.03881836,96.13452148,96.23005676,96.32455444,96.41699219,96.50634003,96.59156799,96.67163849,96.74552917,96.81220245,96.87126923,96.9249115,96.97593689,97.02716827,97.08141327,97.14150238,97.71,97.29044342,97.3841629,97.49038696,97.60731506,97.32290926,97.7,98.00453949,98.14646912,98.29018402,98.63
Trinidad and Tobago,TTO,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,81.17302662,82.1306833,83.09093173,84.05125002,85.00863784,85.95977833,86.90153216,87.83070227,88.74408623,89.63835753,96.2,91.41565882,92.2966984,93.16714253,94.03363688,94.90323193,95.78332197,96.68134228,97.60237066,98,99.22818965,99.71025007,99.93085402,99.99226485,100,100,100
Trinidad and Tobago,TTO,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,82.70045471,83.61853027,84.53608704,85.45059204,86.35897827,87.25817871,88.14514923,89.01682281,89.87014771,90.70204926,91.29,92.30155182,93.07975006,93.85166168,94.62335205,95.40088654,96.19033051,96.99773407,97.82766724,99,99.29836273,99.73614502,99.93693542,99.99293518,100,100,100
Trinidad and Tobago,TTO,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,99.07116699,99.15028381,99.22889709,99.30632019,99.38165283,99.45388031,99.52198029,99.58494568,99.6418457,99.69216919,100,99.7755127,99.81230164,99.8493042,99.88861847,99.92904663,99.96420288,99.98708344,99.99710846,100,100,100,100,100,100,100,100
Tunisia,TUN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,71.97002539,73.0173627,74.1076188,75.23890534,66.51735553,71.07532645,75.21011903,79.17849988,82.172305,84.69241061,86.18285679,92.96858402,94.31940614,95.98171632,97.67516956,97.3,98.81023623,98.47,98.73491485,98.95164204,98.59,98.22465005,98.64149574,99.15652944,99.41366728,100,100
Tunisia,TUN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,87.99334717,88.66529846,89.33674622,90.00512695,86.8,88.7,90.4,92,93.2,94.2,94.8,97.3,97.8,98.4,99,99.3,99.4,99.4,99.4,99.5,99.5,99.5,99.5,99.7,99.8,100,100
Tunisia,TUN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,99.62218475,99.64942932,99.67614746,99.70168304,99.72512817,99.74545288,99.76140594,99.77131653,99.77352905,99.77352905,99.76770782,99.75572205,99.74072266,99.72605896,99.71559906,99.67,99.71386719,100,99.74874878,99.78543091,99.93,99.79173342,99.93688202,99.97431946,99.9933548,99.99919128,100
Turkey,TUR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,80.86339125,81.73889976,82.70739437,83.68972514,84.67907579,85.66931412,86.65433795,87.62759217,88.58151199,89.50912312,90.40531174,91.26470491,92.10888415,92.95642913,93.81101755,94.69958888,95.63149009,96.67453365,97.72074394,98.71462326,100,99.86537045,99.9869215,100,100,100,100
Turkey,TUR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,88.78113556,89.4154129,90.04917908,90.67989349,91.30448914,91.91989899,92.52307892,93.11096191,93.68048859,94.22860718,94.75376892,95.26052094,95.75492859,96.24304962,96.7309494,97.2246933,97.73033905,98.26985168,98.80690002,99.31074524,100,99.91078186,99.98565674,99.99925232,100,100,100
Turkey,TUR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,94.2372818,94.53820801,94.83896637,95.13869476,95.43636322,95.73094177,96.02139282,96.30669403,96.5858078,96.85771179,97.12200928,97.38087463,97.63713074,97.89359283,98.15744781,98.42486572,98.70079041,98.98742676,99.28216553,99.56451416,100,99.92907715,99.98516083,99.99859619,100,100,100
Turkmenistan,TKM,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,98.09115596,98.29853164,98.50315103,98.70177817,98.89042535,99.06340326,99.21691454,99.34775023,99.45118035,99.52340751,99.6,99.57376183,99.56697486,99.55945307,99.5483671,99.53309908,99.81818182,99.54548081,99.59114612,99.66418371,100,99.85916887,99.93953691,99.9835469,99.99791365,100,100
Turkmenistan,TKM,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,98.61314392,98.74869537,98.88275146,99.01324463,99.13754272,99.25263977,99.35549927,99.44309998,99.51256561,99.56173706,99.6,99.60073853,99.60073853,99.60051727,99.5998764,99.5998764,99.8413328,99.63609314,99.68326569,99.74977112,100,99.90586853,99.96212006,99.99034119,99.99884796,100,100
Turkmenistan,TKM,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,99.24919891,99.29911804,99.34851074,99.39672089,99.44284058,99.48586273,99.52475739,99.55850983,99.5861969,99.6072998,99.7,99.63223267,99.63980103,99.64759827,99.65840149,99.67503357,99.86910995,99.73602295,99.78376007,99.84208679,100,99.95504761,99.98560333,99.99731445,99.99979401,100,100
Turks and Caicos Islands,TCA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,56.00124042,61.20346763,60.42112498,59.64104841,58.82154405,57.9380262,57.00034764,55.9579986,54.7938779,53.49737549,71.58434584,50.46652195,49.26627268,48.10979894,46.91841043,45.69753959,44.48551339,43.38724451,42.39965671,41.53638515,40.80178781,40.25212173,22.71690059,40.15853979,40.70018145,41.5379174,42.66157314
Turks and Caicos Islands,TCA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,88.7,90.50404358,90.77531433,91.04351807,91.30561066,91.55852509,91.79920197,92.02458191,92.23160553,92.41722107,95.6,92.72412872,92.85603333,92.98165894,93.10705566,93.23829651,93.38144684,93.54255676,93.72619629,93.9308548,94.15354156,94.39125061,93.1,94.89970398,95.1644516,95.43219757,95.70043945
Turks and Caicos Islands,TCA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,99.9854126,99.99336243,99.99815369,99.99976349,100,100,100,100,99.99965668,99.99711609,99.98864746,99.97144318,99.94694519,99.91992188,99.89533234,99.87765503,99.87138367,99.87138367,99.87953186,99.90148163,99.93228149,99.96323395,99.98558807,99.9964447,99.99958801,100,100
Tuvalu,TUV,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,89.37470589,89.76439252,90.18745959,90.62772111,91.06054338,91.48128953,91.88467114,92.26665797,92.62152907,92.94407937,93.23125476,93.48931118,94.1,93.93173382,94.12307632,94.31715111,94.52288889,95.3,95.00905437,95.28725515,95.60111027,95.93823568,96.61572052,96.68807862,97.16330902,97.78331274,98.54280161
Tuvalu,TUV,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,90.70191956,91.09893036,91.49542999,91.88887024,92.27619171,92.65434265,93.02024841,93.37086487,93.703125,94.01396942,94.30186462,94.5713501,94.62978316,95.07933807,95.32997131,95.58644867,95.85482788,96.7,96.45004272,96.77993774,97.12786102,97.49079895,97.6717774,98.24972534,98.63970184,99.0326767,99.42615509
Tuvalu,TUV,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,92.63854218,92.94291687,93.24711609,93.55029297,93.85140228,94.14942169,94.4433136,94.73205566,95.01461792,95.28995514,95.55770111,95.82000732,95.4,96.33960724,96.6025238,96.87128448,97.14868927,98.6,97.73995972,98.06287384,98.387146,98.72033691,98.81656805,99.38919067,99.67492676,99.87560272,100
Uganda,UGA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,1.5,,,0.000613212,1.5,1.360875994,2.017110113,2.652640253,3.264512193,3.850550727,2.4,2.7,5.447031721,5.906275036,2.5,2.9,7.319976396,7.822977679,3.3,8.879129449,5.3,9.979819556,6.927718792,10.3,9,18
Uganda,UGA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,1.266457081,5.6,2.767665863,3.514956474,4.256128788,6.8,5.707881927,6.412344933,7.098453045,7.763147831,8.40489006,8.6,7.8,10.24390888,10.84839058,8.9,9,12.72113991,13.38385677,10,14.76937103,14.6,16.21496391,13.9,20.4,18.5,26.7
Uganda,UGA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,33.47127914,33.6,35.11092758,35.92963409,36.74628067,40.2,38.36926651,39.17354584,39.97163773,40.76251984,41.54579544,43.9,39.3,43.87431335,44.652771,49,41.8,47.0344162,47.85234451,45,49.52391052,55.4,51.23118973,52.09375381,51.4,51.9,57.5
Ukraine,UKR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,96.73186916,97.07755987,97.42039048,97.75548947,98.07662689,98.37679724,98.64874012,98.88530037,99.07972376,99.22735081,99.32789624,99.38682792,99.41394735,99.42115581,99.42085285,99.75339088,99.44828903,99.6,99.59919419,99.73725388,99.87485689,99.96287835,99.7330664,100,100,100,100
Ukraine,UKR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,98.00318909,98.17831421,98.35194397,98.52201843,98.68586731,98.84054565,98.98297119,99.11013794,99.21923065,99.30841064,99.37786865,99.43040466,99.47088623,99.50511169,99.53910828,99.8855617,99.63037109,99.8,99.78270721,99.8724823,99.94507599,99.98504639,99.86749117,100,100,100,100
Ukraine,UKR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,98.63626862,98.72549438,98.81420135,98.90171814,98.98713684,99.06946564,99.14766693,99.22073364,99.28773499,99.34814453,99.40232086,99.45169067,99.4985733,99.54566956,99.59579468,99.94476664,99.71617889,99.9,99.86778259,99.93466187,99.97708893,99.99506378,99.91589571,100,100,100,100
United Arab Emirates,ARE,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Arab Emirates,ARE,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Arab Emirates,ARE,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Kingdom,GBR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Kingdom,GBR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Kingdom,GBR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United States,USA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United States,USA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United States,USA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Uruguay,URY,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,76.24118317,77.05823814,82.28752983,78.8672407,79.82603555,80.17840561,79.36637871,80.5687098,81.3146059,84.01025814,82.65739988,84.82342295,85.20002557,85.5273876,85.85208881,86.2233739,86.772768,88.608731,88.937183,89.04535758,90.23718759,94.44,93.2659185,97.043614,97.450928,97.947709,100
Uruguay,URY,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,96.29027557,96.50038147,96.70998383,96.91652679,97.11695099,97.30819702,97.48720551,97.65092468,97.79627991,97.92022705,98.00775146,98.09456635,98.16932678,98.23783112,98.3061142,98.38021851,98.505426,98.692636,98.784355,98.83069611,98.98948669,99.17,99.34907532,99.611808,99.657085,99.70948,100
Uruguay,URY,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,98.77508545,98.82897949,98.379169,98.93537903,98.98600769,99.097572,99.315544,99.310103,99.337214,99.17214203,99.33749,99.20122528,99.21044159,99.21985626,99.23229218,99.25056458,99.328071,99.391608,99.472839,99.43219757,99.50731659,99.43,99.68254852,99.752604,99.778072,99.806205,100
Uzbekistan,UZB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,97.80228325,98.03138597,98.25629256,98.47422359,98.68159121,98.8746149,99.3,99.19937724,99.32299999,99.41872485,99.48724207,99.53194929,99.5,99.57581886,99.59062965,99.61538569,99.30763179,99.75330849,99.84763969,99.93020896,99.97914767,99.99672481,99.99985654,100,100,100,100
Uzbekistan,UZB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,98.41362,98.57321167,98.73130798,98.885849,99.03417969,99.17332458,99.6,99.41186523,99.50543213,99.5790863,99.63301849,99.67003632,99.7,99.71368408,99.73215485,99.75644684,99.4900961,99.84310913,99.9029541,99.95549774,99.98669434,99.99790955,99.99990845,100,100,100,100
